0.125	2.409	-1.909	1.909
0.993	46.569	-2.708	2.708
2.042	64.533	-1.794	1.794
3.974	82.467	-2.105	2.105
5.998	88.977	-3.544	3.544
10.004	94.075	-2.251	2.251
14.011	95.716	-2.000	2.000
11.961	93.715	-2.757	2.757
16.008	95.813	-2.563	2.563
18.050	97.796	-1.818	1.818
19.981	97.942	-1.909	1.909
23.961	97.826	-2.458	2.458
26.499	97.393	-2.172	2.172
27.929	99.594	-2.813	2.813
30.056	97.611	-3.099	3.099
32.010	98.472	-2.629	2.629
34.006	99.900	-2.079	2.079
