0.308	2.780	-2.120	2.120
2.219	55.572	-2.424	2.424
4.169	71.201	-1.828	1.828
8.297	82.333	-1.731	1.731
12.215	88.025	-1.247	1.247
16.221	91.113	-2.520	2.520
20.193	93.600	-2.229	2.229
24.175	94.639	-2.291	2.291
28.258	96.155	-2.050	2.050
32.303	97.835	-2.016	2.016
36.320	97.525	-2.032	2.032
40.344	98.782	-2.102	2.102
44.352	99.420	-2.809	2.809
48.234	100.161	-1.921	1.921
52.234	100.256	-2.050	2.050
56.310	100.367	-2.050	2.050
60.214	100.626	-1.886	1.886
